16.025119 16.020263 16.018998
16.141885 16.445266 16.365043
16.022954 16.019849 16.016779
16.253624 16.858614 16.638414
16.024451 16.016645 16.018187
16.070635 16.376249 16.319661
16.045854 16.038392 16.040650
16.098142 16.469543 16.392274
16.018926 16.020575 16.019541
16.085997 16.486959 16.479510
16.022214 16.019167 16.021813
16.087146 16.555999 16.452662
16.018008 16.018499 16.019131
16.086540 16.545783 16.399385
16.205186 16.159256 16.137902
16.162941 16.897028 16.713370
16.028799 16.020998 16.025716
16.114262 16.701154 16.808786
16.022036 16.024803 16.024451
16.158271 17.100682 17.984192
16.030822 16.024812 16.024700
16.177590 17.355260 18.321123
16.025297 16.025511 16.027338
16.793780 19.666407 21.838904
16.022749 16.023849 16.024772
17.490274 21.065057 28.391428
16.078075 16.075638 16.067552
16.419666 18.756988 24.405863
16.063257 16.060486 16.066420
16.123377 17.328095 18.090960
16.034101 16.027565 16.028184
16.176592 17.495331 17.717532
16.029904 16.027743 16.025681
16.135175 17.194204 17.525141
16.035260 16.028510 16.031499
16.145404 17.565311 19.010488
16.036650 16.029610 16.039724
18.707338 24.391379 32.309824
16.297438 16.196681 16.212912
18.898507 29.681475 62.811361
16.035366 16.029521 16.033513
30.641773 60.147877 163.309067
16.035447 16.033660 16.034618
39.881809 86.703760 255.974542
16.034262 16.029329 16.023560
59.414444 139.930559 442.786723
16.038699 16.031691 16.042949
84.426180 219.172105 739.328421
16.118360 16.100544 16.109735
96.225868 267.377305 910.034493
16.040356 16.029263 16.029093
94.103542 278.625658 929.084045
16.044571 16.031063 16.039483
90.236373 286.510791 937.091227
16.044963 16.030751 16.027080
84.513869 287.348225 926.784513
16.065048 16.070746 16.067775
81.109913 288.616770 907.165480
16.047797 16.035995 16.030751
77.592613 295.812569 916.514957
16.179612 16.161484 16.180958
76.080232 307.693179 958.844705
16.053125 16.037429 16.033923
77.890702 324.835313 1024.979158
16.034671 16.044803 16.041987
74.207048 342.392671 1101.374106
16.046915 16.039866 16.037354
74.239180 365.990893 1156.200321
16.053250 16.031998 16.038218
74.599510 393.600673 1201.253936
16.032916 16.041559 16.039376
80.191187 462.304175 1381.060601
16.161212 16.123346 16.133295
77.944442 481.383377 1415.942900
16.039661 16.035197 16.036748
73.805881 468.275932 1342.739728
16.172163 16.170933 16.176806
69.151143 470.261898 1312.862232
16.151018 16.146696 16.149405
70.668897 506.313335 1384.668024
16.045257 16.038891 16.044678
71.650942 544.467494 1448.905984
16.138098 16.120713 16.140049
75.682548 616.646888 1554.795562
16.038824 16.037585 16.043662
82.625075 713.582161 1647.776342
16.261617 16.241635 16.281016
84.106117 781.697403 1638.520160
16.152711 16.133803 16.146714
96.826759 953.566848 1860.775638
16.046692 16.043965 16.050176
98.667311 1005.471205 1863.186295
16.046041 16.043934 16.048839
95.504798 986.251931 1740.747935
16.049169 16.040855 16.051521
104.713166 1097.417429 1840.749316
16.050604 16.046959 16.055932
94.525587 953.922785 1531.805970
16.048724 16.047445 16.055433
90.023578 907.590425 1412.192880
16.050033 16.052047 16.056449
90.662259 927.701319 1395.938329
16.446104 16.448639 16.468853
95.929624 999.504660 1428.882771
