142.141252 142.545792 142.914823
143.554761 147.137487 147.289722
142.955865 142.341751 142.034315
143.022098 146.941782 146.614667
142.307445 142.009022 141.958726
144.101154 146.592546 147.543399
142.825164 142.135594 142.671303
143.417385 147.542802 149.308710
142.225547 141.880049 143.024567
144.303177 148.364032 152.096609
142.230893 142.256788 142.933589
143.981706 148.231900 150.182900
142.106197 142.143350 142.252003
143.423560 148.476369 149.370247
142.298329 142.202299 142.909833
143.552720 148.907530 149.743863
142.107775 142.470960 142.291735
144.478583 148.616467 150.700967
142.022517 142.224108 142.114502
143.770728 148.556217 154.306411
141.991526 142.350581 142.532288
144.080971 149.935879 163.850782
142.760731 142.140927 142.559501
145.046933 150.637790 172.454792
142.660610 142.465168 143.255371
144.071508 149.854952 163.531628
143.076364 142.335095 142.766906
143.979978 149.024905 158.108701
142.142508 142.174395 142.010791
143.945681 149.641292 157.360356
142.097162 142.550314 142.437772
144.864593 156.611593 166.863988
142.700094 142.064143 142.202147
145.303970 157.135616 173.474181
142.558601 142.284313 142.636863
145.590341 158.149089 189.071223
142.339933 141.843203 142.497848
146.315010 162.419804 237.717327
141.931504 141.956030 142.310804
147.824299 176.381194 413.297260
142.718521 142.244905 142.390644
151.916204 215.334293 879.563261
142.260094 142.147097 141.787712
154.260664 246.508675 1230.687610
142.456066 142.253861 142.265609
153.961836 252.946162 1280.682237
142.275634 142.047685 141.908621
154.323707 267.096315 1392.539996
141.968661 142.179973 143.099015
155.294471 280.655701 1496.042834
142.481167 142.147881 142.399697
154.815487 292.320352 1568.407565
142.216191 142.297888 142.301653
154.491914 301.784861 1624.961809
142.525177 142.349699 142.717799
154.192141 315.200584 1696.673415
141.810283 142.202589 142.638298
154.679207 328.374916 1742.674930
142.459906 141.872707 142.782286
154.100913 341.251415 1772.894435
141.567111 142.662023 141.903845
154.367137 374.145280 1951.003894
142.065885 142.328046 142.321916
153.735843 399.217313 2043.577884
142.403475 142.470466 142.401043
154.127779 405.133081 1975.437113
142.158690 142.518102 142.606389
153.850274 424.373745 1974.600419
141.625725 141.856454 142.626679
154.945894 459.882816 2063.548781
141.885943 142.614262 142.349788
156.153504 495.858432 2111.515429
141.891789 142.280762 142.127467
157.350715 546.896222 2173.984888
142.171031 142.195518 142.346349
159.489534 620.186687 2282.840241
142.281818 142.154609 142.223738
160.527093 676.923783 2282.539862
142.459390 141.948470 141.934132
165.535086 813.529120 2546.110207
141.934079 142.102673 142.714502
168.502482 896.004678 2596.119483
141.892047 141.977242 142.270956
168.861065 916.019670 2429.821831
142.785378 142.520615 142.520214
174.116703 1056.005124 2595.939140
142.085596 142.028398 142.816520
173.074556 1010.374230 2293.007120
142.905476 142.086242 142.955393
172.256503 1019.096280 2155.730185
141.919082 142.022121 142.531602
173.702446 1080.713304 2155.153005
142.513638 142.297509 142.226821
175.782161 1202.082816 2291.808260
142.649962 141.997634 142.222856
174.893696 1243.894680 2274.005035
142.389067 142.149436 142.495121
173.804651 1215.990844 2127.187899
142.700138 142.443275 142.295317
172.606959 1199.517260 1996.824888
142.373259 142.134141 142.708969
172.786545 1232.830577 1950.616672
142.160784 141.653157 142.571486
175.328162 1326.877710 1992.725400
142.352025 142.354618 142.413812
178.187302 1399.888242 1982.360178
142.968536 141.925030 142.380459
177.255594 1341.480900 1759.461956
142.293304 142.398133 142.822027
177.608153 1335.034270 1593.176904
142.676115 142.420370 142.496057
179.177126 1361.409035 1470.402584
142.838182 142.262486 142.631250
