390.000000 0.002309 0.007500 0.007146
392.000000 0.000103 0.007158 0.007128
394.000000 0.002756 0.007042 0.008580
396.000000 0.000877 0.008006 0.009827
398.000000 0.002832 0.008837 0.012364
400.000000 0.002221 0.007580 0.009196
402.000000 0.001636 0.007864 0.008839
404.000000 0.001532 0.008187 0.008345
406.000000 0.002833 0.007342 0.010047
408.000000 0.002105 0.007625 0.014681
410.000000 0.002451 0.008898 0.025008
412.000000 0.002660 0.009887 0.034785
414.000000 0.001630 0.008539 0.023430
416.000000 0.001016 0.007522 0.017251
418.000000 0.001970 0.008157 0.016768
420.000000 0.002658 0.013508 0.023464
422.000000 0.002502 0.014484 0.030053
424.000000 0.002910 0.015227 0.044568
426.000000 0.003791 0.019623 0.090808
428.000000 0.005550 0.032420 0.255203
430.000000 0.008585 0.068217 0.688033
432.000000 0.011105 0.096572 1.007623
434.000000 0.010686 0.102803 1.057279
436.000000 0.010831 0.112412 1.124251
438.000000 0.011736 0.121950 1.191487
440.000000 0.010700 0.130271 1.237030
442.000000 0.010671 0.138643 1.288888
444.000000 0.010108 0.149757 1.346342
446.000000 0.011113 0.160769 1.381709
448.000000 0.009994 0.171163 1.399423
450.000000 0.010035 0.181473 1.418254
452.000000 0.008835 0.194476 1.439327
454.000000 0.009332 0.209068 1.459020
456.000000 0.009410 0.226843 1.474423
458.000000 0.010317 0.246315 1.487777
460.000000 0.010876 0.269282 1.501115
462.000000 0.011439 0.299412 1.503556
464.000000 0.012148 0.335289 1.501459
466.000000 0.012833 0.376146 1.505455
468.000000 0.014477 0.421344 1.508358
470.000000 0.016407 0.465558 1.515054
472.000000 0.017984 0.516176 1.525469
474.000000 0.019472 0.567716 1.524761
476.000000 0.022056 0.618024 1.530347
478.000000 0.022203 0.663424 1.522585
480.000000 0.023802 0.702958 1.507192
482.000000 0.023077 0.735133 1.491084
484.000000 0.022337 0.763332 1.476779
486.000000 0.022981 0.785517 1.451806
488.000000 0.022781 0.805220 1.412677
490.000000 0.023037 0.826166 1.369430
492.000000 0.023793 0.850248 1.327250
494.000000 0.025054 0.879189 1.286376
496.000000 0.026291 0.919801 1.239953
498.000000 0.028735 0.970421 1.180121
500.000000 0.030934 1.033065 1.125371
502.000000 0.033134 1.103083 1.070758
504.000000 0.037414 1.176040 1.020201
506.000000 0.040893 1.252727 0.962591
508.000000 0.044557 1.331324 0.899069
510.000000 0.049911 1.412821 0.833163
512.000000 0.057113 1.493101 0.769461
514.000000 0.065229 1.575879 0.712175
516.000000 0.075266 1.653718 0.655208
518.000000 0.087047 1.730373 0.595270
520.000000 0.099371 1.798670 0.533315
522.000000 0.113759 1.855132 0.473877
524.000000 0.127264 1.900914 0.421020
526.000000 0.138895 1.936511 0.375811
528.000000 0.147499 1.968874 0.340472
530.000000 0.150544 1.988099 0.310315
532.000000 0.147700 1.988080 0.287106
534.000000 0.139428 1.977830 0.267029
536.000000 0.128434 1.967513 0.249932
538.000000 0.116524 1.969072 0.236618
540.000000 0.103031 1.972349 0.222883
542.000000 0.091021 1.964710 0.211261
544.000000 0.080780 1.932250 0.197221
546.000000 0.072691 1.887647 0.182743
548.000000 0.066389 1.841539 0.166657
550.000000 0.062725 1.799055 0.152577
552.000000 0.061228 1.767633 0.137945
554.000000 0.059543 1.736912 0.124768
556.000000 0.059547 1.694647 0.111306
558.000000 0.062608 1.645309 0.100189
560.000000 0.066399 1.587677 0.088241
562.000000 0.072332 1.532428 0.078215
564.000000 0.080826 1.481974 0.072056
566.000000 0.095336 1.437330 0.066974
568.000000 0.117638 1.382066 0.061639
570.000000 0.151728 1.322020 0.058489
572.000000 0.207575 1.253117 0.055047
574.000000 0.290756 1.184454 0.052618
576.000000 0.416238 1.120850 0.049918
578.000000 0.584774 1.055605 0.048367
580.000000 0.785271 0.993111 0.046989
582.000000 0.984321 0.925433 0.044934
584.000000 1.149074 0.855110 0.043217
586.000000 1.275620 0.785252 0.041106
588.000000 1.367040 0.713697 0.038923
590.000000 1.426154 0.642944 0.036990
592.000000 1.463879 0.575381 0.033991
594.000000 1.480993 0.509849 0.031968
596.000000 1.480419 0.449287 0.030086
598.000000 1.467019 0.392612 0.027625
600.000000 1.444162 0.344005 0.025645
602.000000 1.416478 0.299524 0.023584
604.000000 1.394660 0.264133 0.022731
606.000000 1.365329 0.232897 0.020971
608.000000 1.334420 0.207931 0.020063
610.000000 1.296024 0.186848 0.018490
612.000000 1.259402 0.169687 0.017686
614.000000 1.222335 0.155659 0.017520
616.000000 1.188886 0.143972 0.016911
618.000000 1.160782 0.135521 0.016529
620.000000 1.129913 0.128397 0.017307
622.000000 1.099661 0.121643 0.016950
624.000000 1.062088 0.117458 0.017125
626.000000 1.022497 0.111719 0.016707
628.000000 0.977556 0.107475 0.017801
630.000000 0.932616 0.102898 0.016611
632.000000 0.892157 0.098088 0.018299
634.000000 0.860782 0.094600 0.018044
636.000000 0.832949 0.090118 0.019438
638.000000 0.809130 0.086427 0.019797
640.000000 0.782033 0.082168 0.020274
642.000000 0.751544 0.078812 0.021311
644.000000 0.715589 0.074598 0.021853
646.000000 0.673949 0.070891 0.022749
648.000000 0.633153 0.066660 0.022291
650.000000 0.598645 0.063006 0.022473
652.000000 0.571501 0.062770 0.020892
654.000000 0.542919 0.061377 0.025414
656.000000 0.506647 0.059684 0.025180
658.000000 0.451431 0.054491 0.024385
660.000000 0.367055 0.047923 0.021814
662.000000 0.273082 0.038476 0.015728
664.000000 0.183752 0.026446 0.011132
666.000000 0.122515 0.018993 0.007871
668.000000 0.079712 0.013995 0.004528
670.000000 0.053349 0.009152 0.003653
672.000000 0.036433 0.007173 0.002812
674.000000 0.026092 0.005517 0.001508
676.000000 0.018447 0.004193 0.001128
678.000000 0.014027 0.003395 0.002319
680.000000 0.010869 0.002718 0.001056
682.000000 0.007891 0.002806 0.001118
684.000000 0.006234 0.001426 0.000000
686.000000 0.005640 0.001103 0.000189
688.000000 0.004581 0.001669 0.000000
690.000000 0.003057 0.001714 0.000000
692.000000 0.001305 0.000206 0.000025
694.000000 0.002459 0.000844 0.000284
696.000000 0.002003 0.000000 0.001125
698.000000 0.000849 0.000631 0.001008
700.000000 0.000000 0.000000 0.000251
702.000000 0.001069 0.000215 0.000273
704.000000 0.000000 0.000032 0.000210
706.000000 0.001010 0.000571 0.000000
708.000000 0.001468 0.000627 0.000509
710.000000 0.000000 0.000436 0.000000
